,region,name,addr,phone,link
26,서울,맑은손안마원,"서울시 마포구 양화로3길 37, 2층(합정동 386-39)",02-336-8753,http://www.anmawon.com/FindShop/Detail?shopId=02-0153&page=3
27,서울,메디칼지압안마원,서울특별시 구로구 구로동로26길 8(구로동 731-1),02-855-7576,http://www.anmawon.com/FindShop/Detail?shopId=02-0011&page=3
28,서울,명인지압안마원,서울특별시 서초구 서초대로 306(서초동) 201호,"010-9351-7575, 02-522-9555",http://www.anmawon.com/FindShop/Detail?shopId=02-0080&page=3
29,서울,명지압안마원,"서울특별시 광진구 자양로5길 8(자양동, 태솔타운) 201호",02-453-7418,http://www.anmawon.com/FindShop/Detail?shopId=02-0009&page=3
30,서울,몸사랑지압안마원(마포),서울특별시 마포구 서강로 104(신수동 66-4) 2층,02-332-2809,http://www.anmawon.com/FindShop/Detail?shopId=02-0081&page=4
31,서울,무병장수안마원,서울특별시 동대문구 왕산로33길 21 (제기동) 2층,02-969-1475,http://www.anmawon.com/FindShop/Detail?shopId=02-0083&page=4
32,서울,밀알안마원,서울특별시 마포구 월드컵북로 184 (성산동) 2층,010-5553-7503,http://www.anmawon.com/FindShop/Detail?shopId=02-0085&page=4
33,서울,바른손길안마원,서울특별시 관악구 관악로15길 6 (봉천동) 4층,02-878-1275,http://www.anmawon.com/FindShop/Detail?shopId=02-0141&page=4
34,서울,바른척추안마원,서울특별시 강서구 공항대로 227 (마곡동) 마곡센트럴타워 1차 406호,02-3664-7572,http://www.anmawon.com/FindShop/Detail?shopId=02-0174&page=4
35,서울,박덕화안마원,서울특별시 강북구 도봉로 325(수유동),02-905-9993,http://www.anmawon.com/FindShop/Detail?shopId=02-0180&page=4
36,서울,발산안마원,서울특별시 강서구 강서로 349(내발산동 654-4) 1층,02-2661-1375,http://www.anmawon.com/FindShop/Detail?shopId=02-0003&page=4
37,서울,백지압안마원,서울특별시 노원구 동일로 1343 (상계동),02-932-6700,http://www.anmawon.com/FindShop/Detail?shopId=02-0181&page=4
38,서울,보라매맥진안마원,서울동작구 대방동1길 15-1하이빌,02-832-7575,http://www.anmawon.com/FindShop/Detail?shopId=02-0187&page=4
39,서울,보라매지압안마원,서울특별시 관악구 봉천로 223-1 (봉천동 972-21) 2층,"010-3341-3145, 02-875-2789",http://www.anmawon.com/FindShop/Detail?shopId=02-0087&page=4
40,서울,북창지압안마원,서울특별시 중구 남대문로1길 26-3 (북창동 71-4) 효림빌딩 3층,02-755-7113,http://www.anmawon.com/FindShop/Detail?shopId=02-0088&page=5
41,서울,새아침안마원,서울특별시 양천구 신월로 309-1 (신정동 976-6)976-6,"010-5284-9999, 02-2695-6666",http://www.anmawon.com/FindShop/Detail?shopId=02-0037&page=5
42,서울,새힘힐링안마원,서울특별시 광진구 능동로39길 9 (중곡동 648-20) 201호,02-452-0691,http://www.anmawon.com/FindShop/Detail?shopId=02-0164&page=5
43,서울,서울건강안마원,서울특별시 동작구 여의대방로 134-1 (대방동) 봉림빌딩 303호,02-825-9988,http://www.anmawon.com/FindShop/Detail?shopId=02-0022&page=5
44,서울,서울보건안마센터,"서울특별시 영등포구 당산로 214 (당산동5가, 당산 삼성 래미안) 상가동 지층09호",02-2069-1114,http://www.anmawon.com/FindShop/Detail?shopId=02-0050&page=5
45,서울,서울보건안마원,서울특별시 강남구 개포로 510(개포동 186-16) 401호,02-576-7573,http://www.anmawon.com/FindShop/Detail?shopId=02-0154&page=5
46,서울,서울보건안마원,"서울시 양천구 목동로 177, 정동빌딩 402호",02-2694-1114,http://www.anmawon.com/FindShop/Detail?shopId=02-0156&page=5
47,서울,성심건강지압안마원,서울특별시 도봉구 노해로 341 (창동 338) 신원리베르텔 314호,02-905-9663,http://www.anmawon.com/FindShop/Detail?shopId=02-0090&page=5
48,서울,손박사지압교정안마원,"서울 영등포구 신길동833 (여의대방로 197), 2층",02-822-4441,http://www.anmawon.com/FindShop/Detail?shopId=02-0150&page=5
49,서울,승록안마원,시 영등포구 도영로 80 (도림동 819) 대우미래사랑 101동 207호,02-845-7775,http://www.anmawon.com/FindShop/Detail?shopId=02-0093&page=5
50,서울,승록안마원(중곡),서울시 광진구 중곡동29-80,02-461-7078,http://www.anmawon.com/FindShop/Detail?shopId=02-0010&page=6
51,서울,승록자극요법안마원,"서울특별시 성동구 금호산9가길 34 (금호동3가, 금화아트빌)",02-2238-9087,http://www.anmawon.com/FindShop/Detail?shopId=02-0094&page=6
52,서울,신동만안마원,서울특별시 동대문구 경동시장로 11 (제기동) 2층,02-960-7844,http://www.anmawon.com/FindShop/Detail?shopId=02-0177&page=6
53,서울,신의한손안마원,서울시 은평구 대조동 188-1 2층,02-356-7445,http://www.anmawon.com/FindShop/Detail?shopId=02-0145&page=6
54,서울,실로암장애인근로사업장,서울 관악구 봉천동931-14,02-888-0729,http://www.anmawon.com/FindShop/Detail?shopId=02-0096&page=6
55,서울,심광안마원,서울특별시 도봉구 노해로60길 26 (쌍문동),02-900-5173,http://www.anmawon.com/FindShop/Detail?shopId=02-0097&page=6
56,서울,ㅇㅇㅇ,,,http://www.anmawon.com/FindShop/Detail?shopId=02-0158&page=6
57,서울,아바통증완화클리닉안마원,서울특별시 서초구 서초중앙로 107 (서초동 1575-9) 502호,010-8732-4949,http://www.anmawon.com/FindShop/Detail?shopId=02-0098&page=6
58,서울,약손119안마원(서대문),서울특별시 서대문구 신촌역로 4 (대현동101-22) 2층,02-332-4300,http://www.anmawon.com/FindShop/Detail?shopId=02-0027&page=6
59,서울,약손365안마원(목동),서울특별시 양천구 목동중앙북로7길 13 (목동 609-17) 3층,02-2655-2200,http://www.anmawon.com/FindShop/Detail?shopId=02-0099&page=6
60,서울,약손경락안마원,서울특별시 서대문구 세무서길 84 (홍제동 268-6),02-394-6969,http://www.anmawon.com/FindShop/Detail?shopId=02-0100&page=7
61,서울,약손헬스케어(개봉동),서울특별시 구로구 개봉로6길 8 (개봉동) 201호,02-2685-2065,http://www.anmawon.com/FindShop/Detail?shopId=02-0101&page=7
62,서울,약손CARE안마원,서울특별시 성북구 삼양로12길 7 (길음동) 지하1층,02-985-7572,http://www.anmawon.com/FindShop/Detail?shopId=02-0102&page=7
63,서울,약수안마원,"서울특별시 중구 동호로10길 30 (신당동, 약수하이츠) 상가동 305호",02-2233-3040,http://www.anmawon.com/FindShop/Detail?shopId=02-0103&page=7
64,서울,어머니약손안마원,"서울특별시 강남구 삼성로 212 (대치동, 은마아파트) 202호",02-2057-7582,http://www.anmawon.com/FindShop/Detail?shopId=02-0104&page=7
65,서울,엄지지압안마원,서울특별시 중랑구 면목로85길 8 (상봉동 108-36) 성우빌딩 2층,02-496-9703,http://www.anmawon.com/FindShop/Detail?shopId=02-0152&page=7
66,서울,엔자임힐링마사지전통경락안마원,서울특별시 마포구 만리재옛길 8 (신공덕동) 2층,"02-719-2234, 010-3350-5440",http://www.anmawon.com/FindShop/Detail?shopId=02-0106&page=7
67,서울,영광지압힐링센터안마원,서울특별시 서대문구 북아현로 26-10 (북아현동),"010-2480-1135, 02-393-4568",http://www.anmawon.com/FindShop/Detail?shopId=02-0108&page=7
68,서울,예침지압안마원,"서울특별시 강북구 노해로7가길 30-5 (수유동, 엘루체) 201호",02-983-0065,http://www.anmawon.com/FindShop/Detail?shopId=02-0052&page=7
69,서울,우리안마원,"서울특별시 종로구 사직로8길 42 (내수동, 광화문시대) 719호",02-725-3298,http://www.anmawon.com/FindShop/Detail?shopId=02-0041&page=7
70,서울,윤앤안마원,"서울특별시 관악구 신림로 318 (신림동, 청암두산위브센티움) 609호",010-2788-0240,http://www.anmawon.com/FindShop/Detail?shopId=02-0069&page=8
71,서울,은평건강안마원,서울특별시 은평구 은평로13길 3-1 (응암동) 2층,02-358-9675,http://www.anmawon.com/FindShop/Detail?shopId=02-0142&page=8
72,서울,은혜지압안마원,서울특별시 강동구 양재대로116길 29 (길동 364-12) 2층,02-489-0489,http://www.anmawon.com/FindShop/Detail?shopId=02-0112&page=8
73,서울,이성호안마원,서울특별시 광진구 아차산로49길 34-4 (구의동 252-128),02-446-2895,http://www.anmawon.com/FindShop/Detail?shopId=02-0048&page=8
74,서울,이아소안마원,서울특별시 금천구 금하로 734-1(시흥동),02-869-7776,http://www.anmawon.com/FindShop/Detail?shopId=02-0183&page=8
75,서울,이조은안마원,"서울특별시 은평구 통일로67길 11 (대조동 9-40, 해오름시티) 2층 201호",02-354-8575,http://www.anmawon.com/FindShop/Detail?shopId=02-0039&page=8
76,서울,전통안마지압원,서울특별시 중구 퇴계로88길 61 (신당동) 3층,02-2238-8085,http://www.anmawon.com/FindShop/Detail?shopId=02-0115&page=8
77,서울,전통약손안마원,서울특별시 은평구 통일로 833-5 (대조동) 201호,02-389-3897,http://www.anmawon.com/FindShop/Detail?shopId=02-0040&page=8
78,서울,정주지압안마원,서울특별시 양천구 오목로24길 17-1 (신정동 970-13),02-2608-9032,http://www.anmawon.com/FindShop/Detail?shopId=02-0116&page=8
79,서울,정지압안마원,서울특별시 관악구 남부순환로 1703 (봉천동 944-14) 2층,02-873-2879,http://www.anmawon.com/FindShop/Detail?shopId=02-0007&page=8
80,서울,정지압안마원(신당),서울특별시 중구 동호로12길 60 (신당동 370-93),010-5252-2421,http://www.anmawon.com/FindShop/Detail?shopId=02-0117&page=9
81,서울,정체안마원,서울특별시 관악구 봉천로 493 (봉천동) 3층,02-6408-8868,http://www.anmawon.com/FindShop/Detail?shopId=02-0151&page=9
82,서울,정통지압안마원(양천),서울시 양천구 신정동992-1 307호,02-2668-6556,http://www.anmawon.com/FindShop/Detail?shopId=02-0038&page=9
83,서울,조은지압안마원,서울특별시 노원구 동일로180길 37 (공릉동) 2층,070-7717-7575,http://www.anmawon.com/FindShop/Detail?shopId=02-0184&page=9
84,서울,참손길안마원(대치),서울특별시 강남구 테헤란로70길 10 (대치동) 4층,"02-1599-3175, 02-566-3175",http://www.anmawon.com/FindShop/Detail?shopId=02-0143&page=9
85,서울,참손길안마원(사당),서울특별시 동작구 동작대로 83 (사당동) 4층,02-1600-3175,http://www.anmawon.com/FindShop/Detail?shopId=02-0077&page=9
86,서울,참손길안마원(합정),서울특별시 마포구 성지길 25-11 (합정동) 2층,02-332-3175,http://www.anmawon.com/FindShop/Detail?shopId=02-0144&page=9
87,서울,참손길지압안마원,"서울특별시 영등포구 여의대방로 375 (여의도동) 401,402호",02-785-3175,http://www.anmawon.com/FindShop/Detail?shopId=02-0176&page=9
88,서울,청량리명안마원,서울시 동대문구 왕산로228 청아빌딩 2층,010-4290-2505 02-961-8100,http://www.anmawon.com/FindShop/Detail?shopId=02-0092&page=9
89,서울,청솔지압안마원,"서울특별시 은평구 은평로13길 5-14 (응암동 85-24, 삼부하이빌) 402호",02-546-8557,http://www.anmawon.com/FindShop/Detail?shopId=02-0046&page=9
90,서울,체형밸런스안마원,서울시 서초구 서초동 1659-13,02-3446-2808,http://www.anmawon.com/FindShop/Detail?shopId=02-0167&page=10
91,서울,춘강안마원,"서울특별시 서초구 효령로21길 10 (방배동, 자이빌리지) 101호",02-3471-7734,http://www.anmawon.com/FindShop/Detail?shopId=02-0029&page=10
92,서울,케이지압안마원,서울특별시 강남구 학동로42길 73 (논현동) 2층,02-549-1478,http://www.anmawon.com/FindShop/Detail?shopId=02-0182&page=10
93,서울,클린3호점안마원,서울시 서초구 양재동 6-36,02-585-3133,http://www.anmawon.com/FindShop/Detail?shopId=02-0173&page=10
94,서울,클린안마센터서울5호점,서울특별시 강남구 일원로9길 10 (일원동),02-445-0530,http://www.anmawon.com/FindShop/Detail?shopId=02-0119&page=10
95,서울,클린안마센터서울7호점,"서울특별시 도봉구 해등로 118 (창동, 상아1차아파트) 상가동 205호",02-907-1116,http://www.anmawon.com/FindShop/Detail?shopId=02-0019&page=10
96,서울,태양지압안마원,서울 금천구 시흥동841-46,02-896-7575,http://www.anmawon.com/FindShop/Detail?shopId=02-0120&page=10
97,서울,튼튼안마원,서울 동작구 대방동415-6,070-8728-7579,http://www.anmawon.com/FindShop/Detail?shopId=02-0122&page=10
98,서울,평강안마원(구로),서울 구로구 구로동26 신도림포스빌 401호,010-8126-0997,http://www.anmawon.com/FindShop/Detail?shopId=02-0125&page=10
99,서울,한강안마원(동작),서울특별시 동작구 노량진로 206 (노량진동),02-814-5114,http://www.anmawon.com/FindShop/Detail?shopId=02-0129&page=10
100,서울,한국정통안마원,서울특별시 노원구 동일로 1368(상계동) 501호,02-932-7577,http://www.anmawon.com/FindShop/Detail?shopId=02-0185&page=11
101,서울,해동안마원,서울특별시 중랑구 중랑역로 99 (중화동),02-433-6887,http://www.anmawon.com/FindShop/Detail?shopId=02-0045&page=11
102,서울,행복안마원,서울 영등포구 당산동1가369번지 1층,011-9733-9733,http://www.anmawon.com/FindShop/Detail?shopId=02-0131&page=11
103,서울,황제지압안마원,서울특별시 동대문구 고산자로 459 1층,010-6279-8292,http://www.anmawon.com/FindShop/Detail?shopId=02-0162&page=11
104,서울,힐링수안마원,서울시 동작구 대방동 339-14,02-814-5516,http://www.anmawon.com/FindShop/Detail?shopId=02-0023&page=11
105,서울,힐링스토리안마원,서울시 광진구 자양동 627-21번지 덕산빌딩 201호,02-3436-7582,http://www.anmawon.com/FindShop/Detail?shopId=02-0133&page=11
106,서울,힐링스토리안마원,서울시 노원구 상계동 323-13 대국빌딩 3층,02.931.5550,http://www.anmawon.com/FindShop/Detail?shopId=02-0149&page=11
107,서울,힐링약손안마원,서울시 강북구 도봉로 34-8 레드스타타워4층,02-6368-6111,http://www.anmawon.com/FindShop/Detail?shopId=02-0168&page=11
108,서울,힐링캠프훈안마원,서울 서초구 서초동1691-1 현대빌딩 5층,02-573-3007,http://www.anmawon.com/FindShop/Detail?shopId=02-0134&page=11
109,서울,KS약손명가안마원,서울 중랑구 면목7동634-10 한성빌딩 4층,02-438-3375,http://www.anmawon.com/FindShop/Detail?shopId=02-0136&page=11
110,서울,ks약손명가안마원,서울특별시 중랑구 면목로39길 8 (면목동) 한성빌딩 4층,02-438-3375,http://www.anmawon.com/FindShop/Detail?shopId=02-0178&page=12
111,서울,OJS치유안마원,서울시 용산구  녹사평대로 168-11 1층,02-2275-0675,http://www.anmawon.com/FindShop/Detail?shopId=02-0135&page=12
112,경기,가나안안마원,"경기 부천시 원미구 부일로 414-6, 한일코지세상 A동 2층",032-667-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0040&page=12
113,경기,가능안마원,"경기도 의정부시 의정부동 403-20, 1층",031-871-5015,http://www.anmawon.com/FindShop/Detail?shopId=031-0194&page=12
114,경기,강남 안마원,"경기도 부천시 성주로 80(송내동), 2층",032-665-2254,http://www.anmawon.com/FindShop/Detail?shopId=031-0228&page=12
115,경기,건강100세안마원,"경기도 남양주시 화도읍 마석우리288-7, 2층",031-559-0119,http://www.anmawon.com/FindShop/Detail?shopId=031-0214&page=12
116,경기,건강드림안마원,경기도 고양시 일산동구 정발산동 1139 석우빌딩 502호,031-921-2001,http://www.anmawon.com/FindShop/Detail?shopId=031-0011&page=12
117,경기,건강백세지압안마원(수원),"경기도 수원시 장안구 영화동 345-3, 2동",031-242-0506,http://www.anmawon.com/FindShop/Detail?shopId=031-0063&page=12
118,경기,건강안마원(수원),경기도 수원시 팔달구 우만동 527-34,031-212-7722,http://www.anmawon.com/FindShop/Detail?shopId=031-0176&page=12
119,경기,건강약손지압안마원,"경기도 의정부시 의정부동 406-4, 2층",031-856-8822,http://www.anmawon.com/FindShop/Detail?shopId=031-0121&page=12
120,경기,건강지압교정안마원,"경기도 수원시 권선구 금곡동 240-27, 1층",031-294-7585,http://www.anmawon.com/FindShop/Detail?shopId=031-0218&page=13
121,경기,건강지압안마원,"경기 안산시 상록구 본오3동 덕암빌딩 873-9 202, 203호",031-409-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0080&page=13
122,경기,건강지압안마원(여주),"경기도 여주시 대신면 율촌리 363-15, 덕암빌딩 2층",031-883-8799,http://www.anmawon.com/FindShop/Detail?shopId=031-0099&page=13
123,경기,경기안마원,"경기도 수원시 권선구 세류3동 477-14, 1층",031-233-8438,http://www.anmawon.com/FindShop/Detail?shopId=031-0058&page=13
124,경기,경락약손치료안마원,"경기도 시흥시 정왕동 1728-20, 407호",031-432-6282,http://www.anmawon.com/FindShop/Detail?shopId=031-0073&page=13
125,경기,경안지압안마시술원,경기 안양시 동안구 관양동 1488-1,031-423-3171,http://www.anmawon.com/FindShop/Detail?shopId=031-0083&page=13
126,경기,경안지압안마원,"경기도 안양시 동안구 관양동 1474-10, 2층",031-423-3171,http://www.anmawon.com/FindShop/Detail?shopId=031-0201&page=13
127,경기,고경환 지압안마원,"경기도 수원시 팔달구 화서2동 644-5, 그린프라자 5층",031-255-3337,http://www.anmawon.com/FindShop/Detail?shopId=031-0068&page=13
128,경기,광명바른손안마원,경기도 광명시 철산동 441 그랜드프라자 5층,02.2612.1255,http://www.anmawon.com/FindShop/Detail?shopId=031-0144&page=13
129,경기,교하보건 안마원,"경기도 파주시 청석로 272(동패동), 센터프라자 405호",031-944-9967,http://www.anmawon.com/FindShop/Detail?shopId=031-0223&page=13
130,경기,국가대표안마센터 김포점,"경기도 김포시 김포한강8로 382(구래동), 고은메디타워 505호",031-997-8187,http://www.anmawon.com/FindShop/Detail?shopId=031-0033&page=14
131,경기,국가대표안마원,"경기도 부천시 중동 1141-1, 무광오피스빌딩 4층",032-327-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0173&page=14
132,경기,그린힐마사지지압안마원,"경기 군포시 금정동 870-8, 그린힐스포츠센터 지하1층",031-396-8770,http://www.anmawon.com/FindShop/Detail?shopId=031-0032&page=14
133,경기,금손지압안마원,경기도 남양주시 별내동 1008 쎈타프라자 901호,010-9251-2978,http://www.anmawon.com/FindShop/Detail?shopId=031-0234&page=14
134,경기,금오힐링수안마원,"경기도 의정부시 신곡동 761-1, 금오센타프라자 7층금오센타프라자 7층",031-851-2044,http://www.anmawon.com/FindShop/Detail?shopId=031-0195&page=14
135,경기,금파경락지압아마원,"경기도 김포시 김포한강7로22번길 174-106, 1층",031-984-4022,http://www.anmawon.com/FindShop/Detail?shopId=031-0160&page=14
136,경기,김승곤지압안마원,"경기도 안양시 만안구 안양동 534, 엘리제빌리지 212호",010-2732-4875,http://www.anmawon.com/FindShop/Detail?shopId=031-0186&page=14
137,경기,김포보건힐링안마원,"경기도 김포시 풍무동 532-3, 프라임빌복합상가 2층 206호",010-4422-8255,http://www.anmawon.com/FindShop/Detail?shopId=031-0205&page=14
138,경기,나은힐링안마원,"경기도 용인시 기흥구 죽전로 29, 포레스트프라자 7층",031-889-6699,http://www.anmawon.com/FindShop/Detail?shopId=031-0190&page=14
139,경기,나음안마원,"경기도 평택시 합정동 746-8, 3층",031-692-4252,http://www.anmawon.com/FindShop/Detail?shopId=031-0129&page=14
140,경기,내손안마원,"경기도 의왕시 포일동 662, 파레사타워 401호",031-422-3507,http://www.anmawon.com/FindShop/Detail?shopId=031-0110&page=15
141,경기,네이버 안마원,"경기도 부천시 원미구 중동 1145-2, 네이버시티빌딩 2층",032-321-9717,http://www.anmawon.com/FindShop/Detail?shopId=031-0039&page=15
142,경기,뉴부일지압안마원,"경기도 부천시 심곡본동 554-3, 2층",032-655-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0050&page=15
143,경기,늘사랑약손안마원,"경기도 의정부시 호원동 430, 우성아파트 상가 210,211호",031-837-7075,http://www.anmawon.com/FindShop/Detail?shopId=031-0116&page=15
144,경기,늘푸른남양주안마원,"경기도 남양주시 평내동 203-2, 혜림빌딩 3층 301호",031-591-5950,http://www.anmawon.com/FindShop/Detail?shopId=031-0165&page=15
145,경기,다나건강안마원,"경기도 광명시 광명동 208-8, 1층",02-2617-6600,http://www.anmawon.com/FindShop/Detail?shopId=031-0156&page=15
146,경기,다나안마원,"경기도 고양시 덕양구 주교동 621, 우담빌딩 2층",031-966-8576,http://www.anmawon.com/FindShop/Detail?shopId=031-0019&page=15
147,경기,다나지압안마원,"경기도 의정부시 용현동 554-7, 경은빌딩 4층",031-853-0112,http://www.anmawon.com/FindShop/Detail?shopId=031-0211&page=15
148,경기,다산지압안마원,"경기도 남양주시 다산동 4135-5, 2층",031-555-0875,http://www.anmawon.com/FindShop/Detail?shopId=031-0161&page=15
149,경기,다온 안마원,경기도 안산시 상록구 이동 716-1 삼성프라자 1층,031-439-1919,http://www.anmawon.com/FindShop/Detail?shopId=031-0219&page=15
150,경기,대산안마원,경기 포천시 영북면 운천리483-1외 1필지1층,031-532-0982,http://www.anmawon.com/FindShop/Detail?shopId=031-0130&page=16
151,경기,덕계지압안마원,경기도 양주시 덕계동 451-29,031-858-8088,http://www.anmawon.com/FindShop/Detail?shopId=031-0010&page=16
152,경기,덕소안마원,"경기도 남양주시 와부읍 수레로 12, 2층",031-577-2230,http://www.anmawon.com/FindShop/Detail?shopId=031-0162&page=16
153,경기,동두천안마원,경기도 동두천시 생골로 16(생연동),031-865-7852,http://www.anmawon.com/FindShop/Detail?shopId=031-0037&page=16
154,경기,동인보건 안마원,경기도 광주시 목동 392-10 동인요양원 지하 1층,031-797-5501,http://www.anmawon.com/FindShop/Detail?shopId=031-0226&page=16
155,경기,동탄보건안마원,"경기도 화성시 동탄대로19길 10(오산동), 신유메디프라자 703,704호",031-372-7791,http://www.anmawon.com/FindShop/Detail?shopId=031-0238&page=16
156,경기,동화안마원,"경기도 화성시 봉담읍 동화리 600-6, 지존타워 402호",031-278-5741,http://www.anmawon.com/FindShop/Detail?shopId=031-0137&page=16
157,경기,두손지압안마원,"경기도 부천시 괴안동 128-1, 역곡프라자 205호",032-346-8875,http://www.anmawon.com/FindShop/Detail?shopId=031-0043&page=16
158,경기,두손헬스케어 안마원,경기도 안산시 상록구 사동 1306-10,031-409-2070,http://www.anmawon.com/FindShop/Detail?shopId=031-0220&page=16
159,경기,드림안마원,경기도 수원시 영통구 매탄동 1205-7,031-893-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0065&page=16
160,경기,따뜻한손 안마원,"경기도 양평군 양평읍 남북로 9, 2층",031-774-3763,http://www.anmawon.com/FindShop/Detail?shopId=031-0224&page=17
161,경기,라파건강안마원,"경기도 성남시 분당구 정자동 159-1, 백궁프라자1빌딩 402호",031-719-9062,http://www.anmawon.com/FindShop/Detail?shopId=031-0142&page=17
162,경기,라파안마원,"경기도 과천시 별양상가로 7(별양동), 벽산상가 408호",02-507-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0020&page=17
163,경기,라파의집지압안마원,"경기도 안산시 단원구 선부광장1로 14(선부동, 광원빌딩), 3층",031-410-4475,http://www.anmawon.com/FindShop/Detail?shopId=031-0182&page=17
164,경기,라파힐링케어안마원,고양시 일산동구 강석로 145(마두동)2층,031-901-4789,http://www.anmawon.com/FindShop/Detail?shopId=031-0210&page=17
165,경기,로뎀안마원,"경기도 안산시 단원구 고잔동 531-2, 에메랄드빌딩 5층",031-411-4321,http://www.anmawon.com/FindShop/Detail?shopId=031-0179&page=17
166,경기,마법의약손안마원,"경기도 부천시 상동로 105(상동), 현해프라자 504호",032-326-8875,http://www.anmawon.com/FindShop/Detail?shopId=031-0046&page=17
167,경기,맑은손안마원,"경기도 의정부시 시민로 134(의정부동), 2층",031-878-9888,http://www.anmawon.com/FindShop/Detail?shopId=031-0007&page=17
